City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,rincon,32.296,-81.2354,17.73,55,75,2.57,US,1675784789
367,atherton,53.5237,-2.4935,9.64,74,98,0.45,GB,1675785017
368,pemberton,50.3164,-122.8027,2.83,98,100,2.19,CA,1675785018
369,banda aceh,5.5577,95.3222,25.23,87,94,2.11,ID,1675784925
370,surt,31.2089,16.5887,13.55,57,47,6.19,LY,1675785019
371,balkanabat,39.5108,54.3671,13.78,37,100,1.67,TM,1675785020
372,sorata,-15.7667,-68.6333,10.87,86,100,3.99,BO,1675785021
373,praia da vitoria,38.7333,-27.0667,13.75,71,75,9.16,PT,1675784918
374,syracuse,37.0881,15.2792,9.77,53,93,6.31,IT,1675785027
375,severo-kurilsk,50.6789,156.125,-5.02,66,80,6.62,RU,1675784872
376,belyy yar,53.6039,91.3903,-16.75,87,100,1.0,RU,1675784870
377,tamiahua,21.2667,-97.45,23.11,80,33,1.25,MX,1675785030
378,tasiilaq,65.6145,-37.6368,-14.91,59,61,6.54,GL,1675784632
379,saint-augustin,51.226,-58.6502,-15.37,61,2,2.81,CA,1675784991
380,chimbote,-9.0853,-78.5783,24.8,71,16,3.74,PE,1675785032
381,carutapera,-1.195,-46.02,28.98,68,79,3.95,BR,1675784882
382,kloulklubed,7.0419,134.2556,25.28,77,100,8.07,PW,1675784691
383,liwale,-9.7667,37.9333,22.62,93,100,0.84,TZ,1675785034
384,skjervoy,70.0311,20.9714,5.0,70,81,16.35,NO,1675785035
385,vestmanna,62.1564,-7.1664,6.51,76,100,10.29,FO,1675785036
386,isangel,-19.55,169.2667,25.77,85,100,1.29,VU,1675784758
387,sarakhs,36.5449,61.1577,16.57,30,1,7.13,IR,1675785037
388,tukan,53.8409,57.4552,-17.39,100,98,1.09,RU,1675785038
389,eyl,7.9803,49.8164,24.27,75,20,6.52,SO,1675785038
390,kaitangata,-46.2817,169.8464,9.86,67,7,3.36,NZ,1675784632
391,quthing,-30.4,27.7003,25.54,42,79,2.37,LS,1675785039
392,zhezkazgan,47.8043,67.7144,-18.61,98,48,3.07,KZ,1675785039
393,opuwo,-18.0607,13.84,29.33,30,93,6.86,NA,1675784796
394,flinders,-34.5833,150.8552,21.21,89,100,1.79,AU,1675784869
395,foligno,42.944,12.7011,6.2,44,0,4.02,IT,1675785041
396,constancia,24.2231,-107.1869,19.43,37,82,2.23,MX,1675785041
397,pinega,64.7001,43.3936,-4.79,92,100,5.22,RU,1675785042
398,macau,22.2006,113.5461,22.14,88,40,1.54,MO,1675785043
399,belmonte,-15.8631,-38.8828,29.64,60,12,5.67,BR,1675785043
400,atasu,48.6814,71.6433,-21.68,100,65,1.7,KZ,1675785044
401,penzance,50.1186,-5.5371,9.62,61,0,3.6,GB,1675785044
402,arys,42.4252,68.795,4.07,74,100,3.88,KZ,1675785045
403,thinadhoo,0.5333,72.9333,27.49,74,100,3.07,MV,1675785046
404,mbanza-ngungu,-5.25,14.8667,26.14,72,54,2.04,CD,1675785046
405,bahia honda,22.9036,-83.1592,27.03,61,10,6.49,CU,1675785047
406,kalino,58.2504,57.6085,-24.88,100,40,0.7,RU,1675785047
407,el tigre,8.8875,-64.2454,30.49,41,60,5.75,VE,1675785048
408,ilo,-17.6394,-71.3375,24.48,69,20,7.72,PE,1675785049
409,matara,5.9485,80.5353,24.65,89,23,1.74,LK,1675785049
410,dengzhou,37.8086,120.7508,1.41,66,0,3.45,CN,1675785050
411,gbarnga,6.9956,-9.4722,35.97,29,100,1.66,LR,1675785050
412,aykhal,66.0,111.5,-37.75,100,98,1.69,RU,1675784743
413,nova olimpia,-14.7972,-57.2881,26.89,71,97,1.69,BR,1675785052
414,demidov,55.2706,31.515,-11.93,98,37,1.48,RU,1675785053
415,grindavik,63.8424,-22.4338,-1.03,69,75,12.35,IS,1675784798
416,mishkino,55.3389,63.9175,-15.43,98,99,3.02,RU,1675785054
417,tutoia,-2.7619,-42.2744,28.4,71,98,4.81,BR,1675784829
418,donegal,54.65,-8.1167,9.03,81,84,2.13,IE,1675785055
419,bilma,18.6853,12.9164,27.73,12,53,1.87,NE,1675785055
420,bada,51.392,109.8717,-18.79,96,25,1.68,RU,1675785056
421,wattegama,6.7989,81.4808,22.99,91,85,2.22,LK,1675785057
422,dolores,-36.3132,-57.6792,32.61,35,37,4.54,AR,1675785057
423,samarai,-10.6167,150.6667,26.44,83,100,5.31,PG,1675784692
424,yellowknife,62.456,-114.3525,-18.71,78,100,3.09,CA,1675784696
425,nanakuli,21.3906,-158.1547,23.97,69,0,2.06,US,1675785059
426,batsfjord,70.6345,29.7185,2.96,75,40,20.58,NO,1675784672
427,grants,35.1473,-107.8514,-3.87,86,100,4.63,US,1675785060
428,kibondo,-3.5864,30.7203,18.32,84,98,2.46,TZ,1675785061
429,celestun,20.8667,-90.4,26.18,60,4,5.49,MX,1675785062
430,two hills,53.7169,-111.7518,4.07,64,55,8.23,CA,1675785029
431,kolondieba,11.0882,-6.8926,37.32,11,100,1.07,ML,1675785064
432,talara,-4.5772,-81.2719,29.42,54,40,7.2,PE,1675784479
433,seredeyskiy,54.0507,35.2318,-12.22,98,37,1.71,RU,1675785066
434,arraial do cabo,-22.9661,-42.0278,29.98,70,40,4.12,BR,1675784639
435,benemerito de las americas,16.5167,-90.6439,25.51,64,59,1.97,MX,1675785068
436,sorland,67.667,12.6934,4.92,75,75,28.0,NO,1675785069
437,nizhniy baskunchak,48.2198,46.8311,-6.65,79,80,11.28,RU,1675785070
438,mendi,-6.1761,143.6513,13.76,98,100,0.88,PG,1675785071
439,gamba,-2.65,10.0,27.03,71,47,2.79,GA,1675784734
440,ostrovnoy,68.0531,39.5131,1.74,90,100,13.25,RU,1675784723
441,maniitsoq,65.4167,-52.9,-17.35,93,98,2.87,GL,1675785073
442,grand gaube,-20.0064,57.6608,27.43,75,28,3.13,MU,1675784688
443,nueva concepcion,14.2,-91.3,31.32,32,44,1.73,GT,1675785075
444,izhevskoye,54.5567,40.8703,-11.77,97,36,1.16,RU,1675785076
445,yeppoon,-23.1333,150.7333,22.88,68,9,8.42,AU,1675784757
446,bull savanna,17.8868,-77.5902,27.44,56,1,4.55,JM,1675785078
447,alekseyevsk,57.8406,108.3492,-21.23,100,99,1.26,RU,1675785078
448,turinsk,58.0458,63.696,-22.39,100,98,1.5,RU,1675785079
449,zeya,53.75,127.2667,-33.66,95,23,1.58,RU,1675785080
450,comodoro rivadavia,-45.8667,-67.5,23.92,31,0,5.14,AR,1675785081
451,sulangan,11.1373,123.7228,26.5,78,100,5.89,PH,1675785084
452,russell,32.3502,-85.1999,16.89,81,0,0.0,US,1675785085
453,joao pinheiro,-17.7425,-46.1725,29.36,52,15,2.39,BR,1675785087
454,rincon de tamayo,20.4167,-100.75,18.88,33,26,1.63,MX,1675785088
455,taltal,-25.4,-70.4833,23.35,72,26,2.88,CL,1675784671
456,vila velha,-20.3297,-40.2925,33.97,68,20,5.66,BR,1675784910
457,uribia,11.7139,-72.266,31.05,46,12,10.99,CO,1675785089
458,brigantine,39.4101,-74.3646,6.13,71,98,1.79,US,1675785090
459,babu,24.4167,111.5167,12.73,95,100,2.03,CN,1675785091
460,lata,40.1629,-8.3327,14.34,42,1,1.48,PT,1675785001
461,boyolangu,-8.1181,111.8935,23.71,93,100,1.11,ID,1675785092
462,tahe,52.3333,124.7333,-28.08,100,89,1.19,CN,1675785094
463,saldanha,-33.0117,17.9442,24.03,86,100,10.65,ZA,1675784820
464,san jeronimo,-11.9472,-75.2829,16.17,49,52,1.74,PE,1675785095
465,mana,5.6592,-53.7767,27.28,77,73,4.84,GF,1675784988
466,jumla,29.2747,82.1838,2.26,86,42,2.1,NP,1675785096
467,sibolga,1.7427,98.7792,24.41,78,100,1.69,ID,1675785097
468,korgen,66.0771,13.8153,5.07,92,40,3.54,NO,1675785097
469,bathsheba,13.2167,-59.5167,28.34,65,75,8.75,BB,1675784727
470,freeport,40.6576,-73.5832,4.5,48,0,2.68,US,1675785098
471,inverness,57.4791,-4.224,8.95,78,20,5.14,GB,1675785099
472,vyzhnytsya,48.248,25.1945,-3.83,96,100,3.25,UA,1675785100
473,mayo,38.8876,-76.5119,6.71,68,0,3.09,US,1675785100
474,puerto penasco,31.3167,-113.5333,12.17,33,0,5.14,MX,1675785101
475,sainte-rose,16.3324,-61.6979,27.02,69,75,5.66,GP,1675785101
476,issoire,45.55,3.25,7.59,59,5,2.81,FR,1675785102
477,lauria,40.0465,15.8358,1.31,75,48,3.11,IT,1675785103
478,yerkoy,39.6381,34.4672,-3.48,90,100,3.55,TR,1675785103
479,minas,-34.3759,-55.2377,33.78,23,4,2.38,UY,1675785104
480,svetlyy,54.675,20.1347,2.2,92,66,2.31,RU,1675784733
481,nantucket,41.2835,-70.0995,2.08,75,100,8.23,US,1675785051
482,kupang,-10.1667,123.5833,26.43,83,89,4.59,ID,1675785105
483,sale,34.0389,-6.8166,17.38,59,40,3.09,MA,1675785106
484,fountain hills,33.6117,-111.7174,12.74,37,0,2.68,US,1675785106
485,ilhabela,-23.7781,-45.3581,27.47,75,85,2.56,BR,1675785107
486,wagar,16.1525,36.2032,28.58,34,94,7.84,SD,1675785108
487,port angeles,48.1181,-123.4307,8.16,96,100,1.54,US,1675785109
488,college,64.8569,-147.8028,-15.67,81,100,1.54,US,1675785109
489,mongo,12.1844,18.693,33.92,9,7,5.19,TD,1675785110
490,lorengau,-2.0226,147.2712,26.21,89,100,5.85,PG,1675784730
491,flin flon,54.7682,-101.865,-16.09,78,100,3.09,CA,1675785111
492,hervey bay,-25.2986,152.8535,24.64,67,12,6.19,AU,1675785015
493,xuddur,4.1213,43.8894,29.16,29,13,4.55,SO,1675785111
494,tilichiki,60.4667,166.1,-33.24,92,30,4.13,RU,1675785112
495,souillac,-20.5167,57.5167,27.21,78,40,7.72,MU,1675784983
496,newport,51.5877,-2.9984,9.51,76,11,1.1,GB,1675784954
497,ust-tsilma,65.441,52.1498,-8.86,92,100,4.61,RU,1675785113
498,mocuba,-16.8392,36.9856,25.69,82,95,1.52,MZ,1675785114
499,egra,50.0796,12.3739,0.96,70,18,1.23,CZ,1675785114
500,piacenza,45.0468,9.6994,6.53,48,0,1.54,IT,1675785115
501,mukhen,48.1,136.1,-14.53,94,100,3.16,RU,1675784900
502,piacabucu,-10.4056,-36.4344,29.81,52,91,5.51,BR,1675784938
503,riverton,40.5219,-111.9391,0.64,85,0,1.79,US,1675785116
504,port moresby,-9.4431,147.1797,23.68,100,40,3.09,PG,1675785116
505,puerto del rosario,28.5004,-13.8627,19.86,45,20,5.14,ES,1675784496
506,austin,30.2672,-97.7431,21.26,88,100,6.17,US,1675784956
507,mazatlan,23.2167,-106.4167,17.73,81,40,3.13,MX,1675785117
508,guadix,37.2993,-3.1392,7.29,75,100,3.74,ES,1675785118
509,hualmay,-11.0964,-77.6139,25.3,69,11,4.0,PE,1675784620
510,barreirinhas,-2.7469,-42.8264,28.4,74,100,4.29,BR,1675785120
511,port augusta,-32.5,137.7667,24.61,30,0,2.34,AU,1675784858
512,henties bay,-22.116,14.2845,19.99,79,63,4.54,NA,1675785121
513,pangnirtung,66.1451,-65.7125,-33.0,68,20,2.06,CA,1675784824
514,tautira,-17.7333,-149.15,26.35,70,73,3.77,PF,1675785123
515,sanghar,26.0466,68.9481,21.61,18,1,2.47,PK,1675785124
516,afumati,44.5167,26.2667,1.7,57,0,3.6,RO,1675785125
517,black forest,39.0131,-104.7008,-0.42,64,0,2.57,US,1675784674
518,nome,64.5011,-165.4064,-21.02,91,0,0.0,US,1675784741
519,suamico,44.6319,-88.0393,3.16,82,100,6.17,US,1675785129
520,escanaba,45.7453,-87.0646,2.36,92,100,4.12,US,1675785066
521,kargopol,61.5071,38.9456,-5.42,93,100,4.33,RU,1675785132
522,igarka,67.4667,86.5833,-19.61,99,100,1.66,RU,1675785133
523,necochea,-38.5473,-58.7368,28.94,46,21,4.9,AR,1675785134
524,alta floresta,-9.8756,-56.0861,28.9,74,40,4.63,BR,1675784988
525,mastic beach,40.7668,-72.8521,4.43,52,0,2.06,US,1675785135
526,hami,42.8,93.45,0.57,48,100,0.94,CN,1675785136
527,pozo colorado,-23.4923,-58.7972,36.46,34,56,2.64,PY,1675785137
528,nola,40.922,14.5329,7.95,44,22,5.26,IT,1675785137
529,pochutla,15.7432,-96.4661,30.21,40,0,1.43,MX,1675785138
530,selma,36.5708,-119.6121,5.91,100,0,0.0,US,1675785140
531,verkhoyansk,67.5447,133.385,-48.02,100,89,0.71,RU,1675785140
532,kidal,18.4411,1.4078,33.68,8,100,4.72,ML,1675785141
533,ilulissat,69.2167,-51.1,-20.99,71,40,3.09,GL,1675784806
534,bousso,10.4795,16.7117,36.84,7,14,2.79,TD,1675785142
535,waipawa,-41.4122,175.5153,13.3,83,3,2.65,NZ,1675784683
536,toyooka,35.5333,134.8333,6.86,87,77,1.02,JP,1675785144
537,whitianga,-36.8333,175.7,15.67,87,35,2.91,NZ,1675785147
538,yumen,40.2833,97.2,-2.25,50,100,1.91,CN,1675785148
539,margate,51.3813,1.3862,7.61,82,11,0.89,GB,1675784710
540,kango,0.1943,10.0951,28.33,79,63,2.1,GA,1675785150
541,safakulevo,54.9901,62.5442,-16.58,98,98,2.66,RU,1675785151
542,alexandria,31.2156,29.9553,14.98,44,40,6.17,EG,1675785152
543,puerto narino,-3.7703,-70.3831,24.75,88,99,0.62,CO,1675785153
544,marawi,7.9986,124.2928,19.64,92,100,0.47,PH,1675784778
545,minden,52.2833,8.9167,4.12,66,20,2.06,DE,1675785155
546,saint-denis,48.9167,2.3333,7.97,57,0,4.12,FR,1675785155
547,pangody,65.85,74.4859,-25.55,100,100,2.62,RU,1675784714
548,plettenberg bay,-34.0527,23.3716,20.67,87,91,3.0,ZA,1675785156
549,sabzevar,36.2126,57.6819,11.6,43,20,4.12,IR,1675785157
550,coos bay,43.3665,-124.2179,9.02,96,100,3.6,US,1675785157
551,carahue,-38.7,-73.1667,25.06,28,0,3.11,CL,1675785158
552,half moon bay,37.4636,-122.4286,9.71,84,75,1.54,US,1675784903
553,kiunga,-6.1219,141.2906,23.06,99,100,1.31,PG,1675785160
554,key west,24.5557,-81.7826,26.11,69,20,10.29,US,1675785156
555,bilibino,68.0546,166.4372,-38.59,100,100,0.18,RU,1675785161
556,filingue,14.3521,3.3168,35.65,7,89,6.46,NE,1675785162
557,wayne,42.2506,-83.2833,8.29,68,100,7.2,US,1675785099
558,slave lake,55.2834,-114.769,-0.01,80,100,3.09,CA,1675785164
559,japura,-0.3167,102.35,23.86,89,91,0.95,ID,1675785164
560,ufimskiy,56.7084,58.0517,-23.39,100,69,1.11,RU,1675784907
561,batouri,4.4333,14.3667,35.62,10,3,2.16,CM,1675785166
562,hambantota,6.1241,81.1185,26.19,94,20,3.09,LK,1675784761
563,palmer,42.1584,-72.3287,1.85,34,75,2.06,US,1675784990
564,binzhou,37.3667,118.0167,1.12,60,33,2.65,CN,1675785168
565,leua,48.2156,18.6071,-3.12,66,0,0.47,SK,1675785168
566,hermon,44.8101,-68.9134,-4.37,60,3,0.45,US,1675785169
567,banamba,13.55,-7.45,36.4,8,98,2.83,ML,1675785169
568,mao,39.8885,4.2658,11.31,82,75,11.83,ES,1675785170
569,pocone,-16.2567,-56.6228,25.65,77,100,0.69,BR,1675785170
570,nelson bay,-32.7167,152.15,22.78,82,9,4.92,AU,1675784746
571,dzilam gonzalez,21.2833,-88.9333,27.11,58,13,3.93,MX,1675785171
572,virden,39.5009,-89.7679,7.83,78,99,5.53,US,1675785172
573,salto,-31.3833,-57.9667,35.09,39,0,3.13,UY,1675785172
574,turukhansk,65.8167,87.9833,-14.86,95,100,3.42,RU,1675785173
575,chingirlau,51.095,54.0814,-17.26,96,38,2.81,KZ,1675785173
576,homer,59.6425,-151.5483,-0.68,93,75,2.57,US,1675785174
577,lucea,18.451,-78.1736,27.92,67,0,8.76,JM,1675785174
578,nizwa,22.9333,57.5333,24.89,26,26,1.54,OM,1675785175
579,mariental,-24.6333,17.9667,27.75,47,71,5.21,NA,1675785176
580,faya,18.3851,42.4509,19.06,71,47,3.37,SA,1675784812
581,gilbues,-9.8317,-45.3439,32.12,40,95,2.75,BR,1675785177
582,palmeira,-25.4294,-50.0064,26.85,53,50,0.67,BR,1675785177
583,craig,40.5153,-107.5464,-6.45,92,100,0.0,US,1675785178
584,pevek,69.7008,170.3133,-31.9,99,100,1.02,RU,1675784640
585,yerbogachen,61.2767,108.0108,-29.98,100,97,1.02,RU,1675785178
586,saint pete beach,27.7253,-82.7412,24.03,58,1,2.68,US,1675785179
587,standerton,-26.9337,29.2415,27.01,39,32,5.41,ZA,1675785179
588,lerwick,60.1545,-1.1494,8.0,73,19,9.17,GB,1675785180
589,tres arroyos,-38.3739,-60.2798,33.13,28,19,4.55,AR,1675784915
590,sakakah,29.9697,40.2064,14.76,35,8,6.02,SA,1675784808
